FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
33638;KASTIKEJAUHE, KASTIKEAINEKSET, TEOLLINEN, TUOTEKESKIARVO;FOOD;MIX;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
33639;PILTTI MAITOJUOMA 12 KK, 200 ML;FOOD;IND;100;MMILK;DIETTOT;INFMILK;MMILK
33658;NESTLE NAN H.A. 1, KÄYTTÖVALMIS ÄIDINMAIDONKORVIKE;FOOD;IND;100;MMILK;DIETTOT;WHEYMILK;MMILK
33671;PROFEEL PROTEIINIJUOMA, VALIO, D-VITAMIINIA 1 UG;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
33672;VIILI, TÄYTELÄINEN KERROSVIILI, RASVAA 3%, VALIO, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
33675;PIIMÄ, KEVYTPIIMÄ, 1% RASVAA, VL, D-VIT 1UG;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33678;PIIMÄ, AB-PIIMÄ, RASVAA 2 %, D-VIT 1 UG, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33679;PIIMÄ, AB-PIIMÄ, RASVAA 1,5 %, D-VIT 1 UG, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33681;PIIMÄ, AKTIIVIPIIMÄ, RASVAA 0,4 %, VL, D-VIT 1 UG, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33682;PIIMÄ, KEVYTPIIMÄ, 2% RASVAA, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33683;PIIMÄ, KEVYTPIIMÄ, 2% RASVAA;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33685;PIIMÄ, ASIDOFILUS-BIFIDUS, RASVAA 1,5 %, VL, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33686;JOGURTTI, MAUSTETTU, PROFEEL PROTEIINIJOGURTTI,  1 %, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33688;JOGURTTI, MAUSTAMATON, PROFEEL PROTEIINIJOGURTTI, 1 %, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33689;JOGURTTI, JUOTAVA, GEFILUS KIDIUS, 1,7%, VL, D-VIT 1,5 UG, PROB., 05/12 ALKAEN;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33690;JOGURTTI, MAUSTETTU, JUGUPALA, RASVAA 2,6 %, VL, -30% SOKERIA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33691;RAHKA, MAUSTETTU, DANIO BREAKFAST RAHKA JA MUROT, RASVAA 4,2 %;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33692;JOGURTTI, MAUSTETTU, JUOTAVA, VITALINEA PROTEIN, RASVATON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33693;RAHKA, MAUSTAMATON, VITALINEA JOGURTTIRAHKA, RASVATON, D-VIT 1,25 UG;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33695;JOGURTTI, MAUSTETTU, AB, RASVAA 2,7 %, VL, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33696;JOGURTTI, AB-KERROSLUONNONJOGURTTI, RASVAA 3,3 %, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33697;JOGURTTI, MAUSTAMATON, AB, RASVAA 2,5 %, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33698;JOGURTTI, MAUSTAMATON, AB, RASVATON, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33700;JOGURTTI, MAUSTETTU, AB, RASVATON, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33703;JOGURTTI, JUOTAVA, PIRKKA L. CASEI JOGURTTIJUOMA, RASVAA 0,9%, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33705;JOGURTTI, MAUSTETTU, IHANA MUSTIKKA-VALKOSUKLAA, RASVAA 2,7 %, VL, D-VIT 0,5 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33710;VÄLIPALAJUOMA, TEHOJUOMA, GEFILUS, RASVATON, LAKTOOSIT., D-VIT, PROB., ALK.05/12;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
33713;VÄLIPALAJUOMA, TEHOJUOMA, GEFILUS, MAUSTAMATON, RASVATON, 05/12 ALKAEN;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
33714;JOGURTTI, MAUSTETTU, A+, RASVAA 3,2 %, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33716;JOGURTTI, MAUSTETTU, ACTIVIA JUST 3, RASVAA 3%, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33717;VÄLIPALAJUOMA, TEHOJUOMA, MAUSTAMATON, RAINBOW, PROBIOOTTEJA;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
33719;JOGURTTI, MAUSTETTU, VALIO OLO -30% SOKERIA, RASVAA 2,7 %, VL, D-VIT 1 UG, PROB.;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33725;JOGURTTI, MAUSTETTU, REDUCOL, RASVAA 2 %, VL, KASVISTEROLI JA -STANOLI, PROB.;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33726;KASVIRASVALEVITE 70%, TEOLLINEN TUOTEKESKIARVO;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
33727;JOGURTTI, MAUSTAMATON, REDUCOL, RASVAA 2,5%, VL, KASVISTEROLI JA -STANOLI, PROB.;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33728;VIILI, MAUSTAMATON, RASVAA 1,5 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
33729;PIIMÄ, AKTIIVIPIIMÄ VANILJA, RASVAA 0,4 %, VL, D-VIT 0,9 UG, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33737;KEVYTMAITO, VALIO HILJA, RASVAA 1,5 %, EI LISÄTTY D-VITAMIINIA, HOMOGENOIMATON;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
33739;TÄYSMAITO, VALIO HILJA, RASVAA 4,4 %, EI LISÄTTY D-VITAMIINIA, HOMOGENOIMATON;FOOD;IND;100;MILK;MILKTOT;MILKHF;MILKDTOT
33757;TÄYSMEHU, APPELSIINITÄYSMEHU, C-VITAMIINIA 60 MG;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
33758;KOKOLIHALEIKKELE, KINKKULEIKKELE, VÄHÄRASVAINEN, RASVAA 2 %;FOOD;BOIL;100;MEATPROD;MEATTOT;SAUSAGE;MEATDTOT
33760;JOGURTTI, MAUSTETTU, A+ VILJA, RASVAA 2 %, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33790;KEVYTMAITO, LAKTOOSITON MAITOJUOMA, RASVAA 1,5 %, VALIO EILA, D-VITAMIINIA 2 UG;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
33791;RASVATON MAITO, LAKTOOSITON MAITOJUOMA, VALIO EILA, D-VITAMIINIA 2 UG;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
33792;TÄYSMAITO, RASVAA 3 %, LAKTOOSITON, VALIO EILA, D-VITAMIINIA 2 UG;FOOD;IND;100;MILK;MILKTOT;MILKHF;MILKDTOT
33845;MEETVURSTI TAI SALAMI, KEVYT RASVAA, 22 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
33852;PIIMÄ, RASVATON, VALIO EILA LAKTOOSITON, D-VIT 2 UG;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33872;ÄIDINMAITO, RINTAMAITO;FOOD;X;100;MMILK;DIETTOT;INFMILK;MMILK
33882;MARGARIINI, FLORA KULTA, 80 %;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
33884;MEHU, GEFILUS ANANAS-PORKKANA + KALSIUM, C- JA D-VIT, PROB, 09/12 ALKAEN;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
33885;RAHKA, PROFEEL PROTEIINIRAHKA, MAUSTETTU, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33887;RAHKA, PROFEEL PROTEIINIRAHKARAE, MAUSTETTU, VÄHÄLAKTOOSINEN;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33889;SUKLAA. PÄHKINÄSUKLAA, MAITOSUKLAATA JA HASSELPÄHKINÄÄ;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
33899;MAIZENA PIKASUURUSTE;FOOD;IND;100;STARCH;CERTOT;INGRMISC;MISCTOT
33900;KAURAJUOMA, OATLY SUKLAA, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
33901;KAURAJUOMA, OATLY, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
33903;JOGURTTI, MAUSTETTU, GEFILUS KIDIUS, RASVAA 2,5 %, VL, D-VIT 1,5 UG, ALK. 09/12;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33904;VIILI, MAUSTETTU, GEFILUS VIILIS, RASVAA 2 %, D-VIT 1,5 UG, PROB, ALKAEN 09/12;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
33907;MEHU, HERAJUOMA, GEFILUS, VL, VITAMIINEJA, PROBIOOTTEJA, 09/12 ALKAEN;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33908;MEHU, GEFILUS APPELSIINI-PERSIKKA + KUITU, C- JA D-VITAMIINEJA, PROB, ALK 09/12;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
33909;MEHU, GEFILUS, C- JA D-VITAMIINEJA, PROBIOOTTEJA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
33910;JOGURTTI, JUOTAVA, ACTIMEL, RASVAA 1,5 %, D-VIT 0,75 UG, PROB, ALK 09/12;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33911;JOGURTTI, JUOTAVA, ACTIMEL, RASVATON, KEINOT.MAK, D-VIT 0,75 UG, PROB, ALK 09/12;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33912;JOGURTTI, JUOTAVA, ACTIMEL POWERFRUIT,  RASVAA 1,5 %, C JA D-VIT, PROB, ALK 9/12;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33913;KAAKAOJUOMA, KIDIUS MAITOKAAKAOJUOMA;FOOD;MIX;100;DISH;NONINGR;MILKFF;MILKDTOT
33924;KERMA, VALIO VAAHTOUTUVA MANSIKKA-/SUKLAAKERMA, LAKTOOSITON;FOOD;IND;100;CREAM;MILKTOT;MILKHF;MILKDTOT
33925;QUORN, FILEET, KUUTIOT, ROUHE;FOOD;IND;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
33927;KOKOLIHALEIKKELE, KALKKUNALEIKKELE, RASVAA 2 %;FOOD;BOIL;100;MEATPROD;MEATTOT;SAUSAGE;MEATDTOT
33928;OMENASOSE, SOKEROITU;FOOD;MASH;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
34079;NALLE KUITUPUUROSEOS, HIUTALE;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
34110;MAIZENA SUURUSTE RUSKEA/VAALEA;FOOD;IND;100;STARCH;CERTOT;INGRMISC;MISCTOT
34127;KEVYTMAITO, VALIO MAITO PLUS, D-VITAMIINIA 2 UG;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
34136;MERILEVÄ, NORI, KUIVATTU;FOOD;DRIE;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
34137;MERILEVÄ, WAKAME, KUIVATTU;FOOD;DRIE;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
34140;KOOKOSÖLJY;FOOD;IND;100;OIL;FATTOT;FATPROD;FATTOT
34150;JOGURTTI, JUOTAVA, ACTIVIA, RASVAA 0,7 %, LAKTOOSITON, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
