FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
30429;JUUSTO, VALKOHOMEJUUSTO, RASVAA 16 %, CAMEMBERT/BRIE;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
30430;SIIDERI, KUIVA, 5,5 TIL% ALKOHOLIA;FOOD;IND;100;ALCOTH;ALCTOT;ALCOTH;ALCTOT
30432;SIIDERIJUOMA, 0,7 TIL% ALKOHOLIA;FOOD;IND;100;ALCOTH;ALCTOT;ALCOTH;ALCTOT
30440;RIISISUKLAA;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
30443;TUOREJUUSTO, RASVAA 15 %, CREME BONJOUR LIGHT;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
30444;TOMAATTI, AURINKOKUIVATTU, ÖLJYSSÄ;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
30449;VIILI, MAUSTAMATON, RASVAA 1 %, YKKÖSVIILI, VL;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
30450;VIILI, MAUSTETTU, RASVAA 2 %, VL;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
30451;KIVENNÄISVESI, FRUKTOOSILLA MAKEUTETTU;FOOD;IND;100;WATER;BEVTOT;DRWATER;BEVTOT
30452;JOGURTTI, JUOTAVA, RASVAA 0,1 %, VL;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
30454;KERMAVIILI, RASVAA 6 %, VL;FOOD;IND;100;CREAM;MILKTOT;MILKSAUC;MILKDTOT
30455;KERMAVIILI, RASVAA 3,5 % ,VL;FOOD;IND;100;CREAM;MILKTOT;MILKSAUC;MILKDTOT
30456;JOGURTTI, MAUSTETTU, RASVAA 2 %, VL, D-VIT 0,5 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
30462;JOGURTTI, MAUSTETTU, RASVAA 1,5 %, VL;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
30464;JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
30572;GRILLIMAKKARA, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30573;GRILLIMAKKARA, LIHAISA, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30574;MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENTAMATON, SOKERITON;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30575;MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENNETTU, SOKERITON;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30576;MEHU, GEFILUS, PROBIOOTTEJA, TUOTEKESKIARVO;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30606;TÄYSMEHU, VITAMINOITU, KESKIARVO;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
30607;MEHU, MEHUJUOMA, C-VITAMIINIA, KUITUA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30608;JOGURTTI, MAUSTETTU HILLOLLA, RASVATON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
30610;VOI, VÄHÄSUOLAINEN;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
30612;KASVIRASVALEVITE 30%, KEIJU KEVEÄMPI;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
30613;KASVIRASVALEVITE 23%, BECEL PRO-ACTIV;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
30614;KASVIRASVALEVITE 25%, PIRKKA;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
30616;MARGARIINI 40%, RAINBOW/PIRKKA;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
30617;KASVIRASVALEVITE 70%, KEIJU LAKTOOSITON, D-VIT 20 UG;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
30619;MARGARIINI 60%, KEIJU NORMAALISUOLAINEN, D-VIT 20 UG;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
30621;MARGARIINI 40%, KEIJU KEVYT LAKTOOSITON, D-VIT 20 UG;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
30629;MARGARIINI 60%, KULTARYPSI;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
30631;MARGARIINI 60%, TEOLLINEN TUOTEKESKIARVO;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
30633;MEHUJUOMATIIVISTE, VITAMINOITU;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30636;SIIDERI, KEVYT, 4,7 TIL% ALKOHOLIA;FOOD;IND;100;ALCOTH;ALCTOT;ALCOTH;ALCTOT
30638;GIN LONG DRINK, KEVYT 4,7 TIL%;FOOD;IND;100;ALCOTH;ALCTOT;ALCOTH;ALCTOT
30641;KANANMUNA, OMEGA, KUORETON;FOOD;RAW;100;EGG;EGGTOT;EGGS;EGGDISH
30646;RUOANVALMISTUSKERMA, RASVAA 5 %, VL;FOOD;IND;100;CREAM;MILKTOT;MILKHF;MILKDTOT
30665;ATERIANKORVIKE, PROTEIINIPATUKKA, KESKIARVO, N. 30 % PROTEIINIA;FOOD;IND;100;SPECFOOD;DIETTOT;MEALREP;SPECTOT
30673;RAHKA, MARJA-HEDELMÄ, RASVAA 3,5 %;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
30792;BROILERI, KOIPI-REISI, NAHATON;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
30914;SALAATTIFENKOLI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
30925;MAJONEESI, RASVAA 80 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
30926;MAJONEESI, RASVATON;FOOD;MIX;100;FATOTH;FATTOT;DRESSING;FATTOT
30968;PINJANSIEMEN, KUIVATTU;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
30991;PELLAVANSIEMEN, KOKONAINEN;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
31139;PASTA, VEHNÄNALKIOPASTA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31144;SIANLIHASUIKALE, MARINOITU, RAAKA;FOOD;MIX;100;PORK;MEATTOT;MEATPOT;MEATDTOT
31145;NAUDANLIHASUIKALE, MARINOITU, RAAKA;FOOD;MIX;100;BEEF;MEATTOT;MEATPOT;MEATDTOT
31160;RUOKASOODA;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
31174;PASTA, TUMMA PROTEIINIPASTA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31175;KVINOA, SIEMEN;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
31211;KURPITSANSIEMEN;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
31212;PÄHKINÄ, PISTAASIPÄHKINÄ;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
31213;PAPU, MUNGOPAPU, KEITETTY;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31214;PAPU, KIDNEYPAPU, KEITETTY;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31216;PAPU, ADUKIPAPU, KUIVATTU;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31217;PAPU, ADUKIPAPU, KEITETTY, SUOLATON;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31218;KIKHERNE, KUIVATTU;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31219;LINSSI, PUNAINEN, KUIVATTU;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31225;LINSSI, PUNAINEN, KEITETTY;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31229;JÄÄTELÖ, SOIJAJÄÄTELÖPUIKKO, SUKLAAKUORRUTE;FOOD;IND;100;SOYAPROD;LEGUTOT;ICECREAM;MILKDTOT
31231;SOIJAKERMA, RASVAA 17,5 %;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
31233;PAPU, HÄRKÄPAPU, KEITETTY;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
31246;SOIJAJUOMA, SOIJAMAITO, VITAMINOITU;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
31247;SOIJAJUOMA, SOIJAMAITO, EI LISÄTTYÄ SOKERIA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
31248;SOIJAJUOMA, SUKLAA, VITAMINOITU;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
31252;RIISIKAKKU, RIISIKEKSI;FOOD;IND;100;RICE;CERTOT;BISCUIT;CEBAKTOT
31253;RIISI-MAISSIKAKKU;FOOD;IND;100;RICE;CERTOT;BISCUIT;CEBAKTOT
31254;SUKLAARUSINA;FOOD;IND;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
31256;PASTA, TUOREPASTA, KANANMUNAA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31457;PUOLUKKAHILLO;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
31459;OMENAHILLO;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
31482;MAKARONI, PASTA, KANANMUNAA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31487;MAITOJAUHE, RASVATON, VL, D-VITAMIINIA 5 UG;FOOD;DRIE;100;MILKOTH;MILKTOT;INGRMISC;MISCTOT
31488;MAITOJAUHE, RASVATON, LAKTOOSITON, D-VITAMIINIA 5 UG;FOOD;DRIE;100;MILKOTH;MILKTOT;INGRMISC;MISCTOT
31495;PELLAVAÖLJY;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
31496;MAITOJAUHE RASVATON, D-VITAMIINIA 5 UG;FOOD;DRIE;100;MILKOTH;MILKTOT;INGRMISC;MISCTOT
31497;MAITOJAUHE, RASVATON, VL;FOOD;DRIE;100;MILKOTH;MILKTOT;INGRMISC;MISCTOT
31498;MAITOJAUHE, RASVATON, LAKTOOSITON;FOOD;DRIE;100;MILKOTH;MILKTOT;INGRMISC;MISCTOT
31504;RASVASEOSLEVITE 70%;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
31505;RASVASEOSLEVITE 75%, LAKTOOSITON;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
31506;RASVASEOS 40%, VL;FOOD;IND;100;BUTTMIX;FATTOT;BRFLOWF;FATTOT
31508;RASVASEOS, JUOKSEVA, 80%, KESKIARVO;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
31511;JOGURTTI, MAUSTETTU, RASVAA NOIN 4 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
31518;JÄÄTELÖ, JOGURTTIJÄÄTELÖ, RASVAA 9 %;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
31532;JAUHO, JAUHOSEOS, TUMMA, LUONTAISESTI GLUTEENITON;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
31534;JAUHO, JAUHOSEOS, GLUTEENITON, VEHNÄTÄRKKELYSTÄ, VITAMINOITU, MAITO;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
31536;KALAPUIKKO, LEIVITETTY, LOHI, KYPSENTÄMÄTÖN;FOOD;FROZ;100;FISHPROD;FISHTOT;FISH;FISHDTOT
31537;SPAGETTI, TÄYSJYVÄRIISIJAUHO, LUONTAISESTI GLUTEENITON;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31538;APRIKOOSISOSE, SOKERITON, C-VITAMINOITU;FOOD;MASH;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
31539;MARJASOSE, SOKERITON, C-VITAMINOITU;FOOD;MASH;100;FRUITCAN;FRUITTOT;FRUBSOUP;FRUDITOT
31544;JAUHO, JAUHOSEOS, VAALEA, LUONTAISESTI GLUTEENITON;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
31545;KETSUPPI, VÄHEMMÄN SUOLAA JA SOKERIA, FELIX;FOOD;IND;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
31550;JAUHO, JAUHOSEOS, VAALEA, GLUTEENITON, VEHNÄTÄRKKELYS, MAITOJAUHE;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
31552;GUAVA;FOOD;RAW;78;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
31553;KEVYTMAITO, LAKTOOSITON MAITOJUOMA, RASVAA 1,5 %, EI LISÄTTY D-VITAMIINIA, LUOMU;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
31555;GRANAATTIOMENA;FOOD;RAW;56;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
31557;CHILI, VIHREÄ, TUORE;FOOD;RAW;73;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
31675;SPAGETTI/MAKARONI, LUONTAISESTI GLUTEENITON;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31677;SPAGETTI, LUONTAISESTI GLUTEENITON, KANANMUNAA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31679;SPAGETTI/MAKARONI, KUITUPITOINEN, LUONTAISESTI GLUTEENITON;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
31683;JAUHO, JAUHOSEOS, GLUTEENITON, VEHNÄTÄRKKELYSTÄ, VITAMINOITU;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
31692;JAUHO, KORPPUJAUHO, LUONTAISESTI GLUTEENITON;FOOD;IND;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
31888;RASVATON MAITO, VALIO MAITO PLUS, D-VITAMIINIA 2 UG;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
31891;TÄYSMAITO, RASVAA 3,5 %, VL, D-VITAMIINIA 1 UG;FOOD;IND;100;MILK;MILKTOT;MILKHF;MILKDTOT
31894;MAITO, KAHVIMAITO, RASVAA 2 %, LAKTOOSITON, D-VITAMIINIA 1UG;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
31900;PIIMÄ, RASVATON, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
31926;JOGURTTI, SOIJA-VÄLIPALA, SOIJA-HEDELMÄ-VILJA, ELOVENA, KALSIUMIA, PROBIOOTTEJA;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
31947;HAPATETTU KAURAVALMISTE, MARJA-HEDELMÄ, YOSA SMOOTHIE, PROBIOOTTEJA;FOOD;IND;100;OATBAR;CERTOT;PORR;CEBAKTOT
31956;RAHKA, MARJA-HEDELMÄ, RASVATON, KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
31959;RUOANVALMISTUSKERMA, MAUSTETTU, KOLMEN JUUSTON, RASVAA 10 % , VL;FOOD;IND;100;CREAM;MILKTOT;MILKHF;MILKDTOT
31966;KERMA, KUOHUKERMA, KASVIRASVAKERMA, FLORA KUOHU, RASVAA 26 %;FOOD;IND;100;CREAM;MILKTOT;MILKHF;MILKDTOT
31968;JÄÄTELÖ, KERMAJÄÄTELÖ, LAKTOOSITON;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
31969;JÄÄTELÖ, KERMAJÄÄTELÖ, VL;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
31970;JÄÄTELÖ, KERMAJÄÄTELÖÄ JA KEKSIÄ, PUFFET;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
31971;JÄÄTELÖ, KEVYT, RASVAA 4,5 %;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
31972;JÄÄTELÖ, KERMAJÄÄTELÖ, MAUSTETTU, CARTE D'OR STRACCIATELLA;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
31990;JÄÄTELÖ, KERMAJÄÄTELÖ, MAUSTETTU, CARTE D'OR MASCARPONE;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
31991;JÄÄTELÖ, SORBETTI, CARTE D'OR;FOOD;IND;100;BERRY;FRUITTOT;ICECREAM;MILKDTOT
31994;JÄÄTELÖ, SOIJAJÄÄTELÖTUUTTI, GLUTEENITON;FOOD;IND;100;SOYAPROD;LEGUTOT;ICECREAM;MILKDTOT
31996;JÄÄTELÖ, RIISIJÄÄTELÖ;FOOD;IND;100;RICE;CERTOT;ICECREAM;MILKDTOT
31997;JÄÄTELÖ, JOGURTTIJÄÄTELÖ, RASVAA 4 %;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
32000;JÄÄTELÖ, KERMAJÄÄTELÖPUIKKO, SUKLAA- JA KINUSKIKUORRUTE;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
32001;JÄÄTELÖ, KERMAJÄÄTELÖ, MAUSTETTU, AINO KERMAINEN KARAMELLI;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
32002;RAHKA, MARJA-HEDELMÄ, RASVAA 2,9 %, EI LISÄTTY D-VITAMIINIA;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
32004;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, SOIJAKERMA, KEVYT, RASVAA 5,2 %;FOOD;IND;100;SOYAPROD;LEGUTOT;MILKHF;MILKDTOT
32005;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, KAURAKERMA, KEVYT, RASVAA 7 %;FOOD;IND;100;OATBAR;CERTOT;MILKHF;MILKDTOT
32006;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RIISIKERMA, RASVAA 7 %,;FOOD;IND;100;RICE;CERTOT;MILKHF;MILKDTOT
32007;RIISIJUOMA, LISÄTTY KALSIUMIA JA D-VITAMIINIA;FOOD;IND;100;RICE;CERTOT;VEGJUICE;VEGDITOT
32008;SOIJAJUOMA, SOIJAMAITO, ALPRO KEVYT, KALSIUMIA JA VITAMIINEJA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
32010;JÄÄTELÖ, KERMAJÄÄTELÖ, JÄTSKIVENE;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
32062;JOGURTTI, MAUSTETTU, RASVAA 2 %, D-VIT 0,5 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32067;JOGURTTI, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU, D-VIT 0,5 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32080;JOGURTTI, MAUSTETTU, VITALINEA, RASVATON, D-VIT 0,75 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32084;JOGURTTI, MAUSTETTU, RASVAA 2 %, LAKTOOSITON, D-VIT 0,5 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32085;JOGURTTI, MAUSTETTU, A+, RASVAA 2 %, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32088;JOGURTTI, MAUSTAMATON, BULGARIAN, RASVAA 3,5 %, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32101;MAJONEESI, KURKKUMAJONEESI, HAMPURILAISKASTIKE, HESBURGER;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32113;JOGURTTI, MAUSTETTU, DR. OETKER PAULA, RASVAA 3,6 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32124;JOGURTTI, MAUSTETTU, ACTIVIA KEVYT, 1,5 %, KEINOTEK. MAKEUTETTU, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32136;JOGURTTI, MAUSTAMATON, ACTIVIA, RASVAA 3,4 %, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32137;JOGURTTI, MAUSTAMATON, ACTIVIA, RASVATON, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32142;JOGURTTI, MAUSTETTU HILLOLLA, RASVAA 2 %, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32145;JOGURTTI, MAUSTETTU, A+, RASVATON, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
32153;BEARNAISEKASTIKEJAUHE, KASTIKEAINEKSET, KNORR;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32163;BEARNAISEKASTIKEJAUHE, KASTIKEAINEKSET, CAMPBELL'S/BLÅ BAND;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32172;JOGURTTI, SOIJAJOGURTTI, MAUSTETTU, RASVAA 2 %, KALSIUMIA, VITAMINOITU;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
32175;HOLLANDAISEKASTIKEJAUHE, KASTIKEAINEKSET, CAMPBELL'S BLÅ BAND;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32177;SALAATINKASTIKE, THOUSAND ISLAND, KEVYT, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 15 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32178;SALAATINKASTIKE, RANSKALAINEN, SAARIOINEN, RYPSIÖLJYPOHJAINEN, RASVAA 47 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32179;SALAATINKASTIKE, KARTANON, KEVYT, SAARIOINEN, RYPSIÖLJYPOHJAINEN, RASVAA 23 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
32189;VIILI, MAUSTETTU, RASVAA 2 %, D-VITAMIINIA 1 UG;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
32191;NAKKI, BROILERNAKKI, ATRIA;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32193;JOGURTTI, SOIJAJOGURTTI, MAUSTETTU, RASVAA 2 %, KALSIUMIA;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
32195;NAKKI, BROILERNAKKI, HK;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32197;NAKKI, KEVYT KALKKUNANAKKI, ATRIA;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32198;KOKOLIHALEIKKELE, OHUT 100 % BROILERINFILEE, HK, RASVAA 1,9 %;FOOD;BAK;100;MEATPROD;MEATTOT;SAUSAGE;MEATDTOT
32201;JOGURTTI, TURKKILAINEN/KREIKKALAINEN, RASVAA 10 %;FOOD;IND;100;CREAM;MILKTOT;YOGHURT;MILKDTOT
32257;KOKOLIHALEIKKELE, OHUEN OHUT BROILERIN FILEELEIKE, HK, RASVAA 2 %;FOOD;BAK;100;MEATPROD;MEATTOT;SAUSAGE;MEATDTOT
32295;NESTLE ALTHERA HYPOALLERGEENINEN ÄIDINMAIDONKORVIKEJAUHE;FOOD;IND;100;MMILK;DIETTOT;WHEYMILK;MMILK
32301;MARGARIINI 60%, FLORA NORMAALISUOLAINEN;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32308;MARGARIINI 60%, FLORA LAKTOOSITON;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32341;MARGARIINI 60%, FLORA REILUSTI SUOLATTU;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32342;MARGARIINI 80%, FLORA LEIVONTAAN JA RUOANLAITTOON;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32343;KASVIRASVALEVITE 38%, BECEL KEVYT;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
32344;KASVIÖLJYVALMISTE, JUOKSEVA, 82%, FLORA CULINESSE;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32345;KASVIÖLJYVALMISTE, JUOKSEVA, 55%, FLORA CULINESSE KEVYT;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32348;KASVIÖLJYVALMISTE, JUOKSEVA, 82%, BECEL;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32350;KASVIRASVALEVITE 38%, BECEL KEVYT OLIIVI;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
32354;KASVIÖLJYVALMISTE, JUOKSEVA, 80%, KEIJU, RYPSIÖLJY;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32357;MUNKINPAISTORASVA 100%, SUNNUNTAI;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
32360;MARGARIINI 60%, BENECOL LAKTOOSITON;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32366;RASVASEOS 60%, BUNGE MAKUISA;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
32367;MUKSU SOIJAJUOMA 1-3 V, LEIKKI-IKÄISELLE, SOIJAMAITO;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
32372;KASVIRASVALEVITE 32%, BENECOL KEVYT OLIIVI;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32374;MARGARIINI 40%, BENECOL;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
32381;SPAGETTIKASTIKEJAUHE, KASTIKEAINEKSET, KNORR;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32385;RAEJUUSTO, RASVAA 1,5 %;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
32386;ATERIAKASTIKE, TIKKA MASALA, UNCLE BEN'S, VALMISKASTIKE;FOOD;MIX;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
32403;DIPPIKASTIKEJAUHE, SISÄLTÄÄ MAITOA, KASTIKEAINEKSET;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32404;DIPPIKASTIKEJAUHE, MAIDOTON, KASTIKEAINEKSET;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
32407;MEETVURSTI, ULTRAKEVYT, RASVAA 9 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
